"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","577","User login with valid and invalid credentials -- @1.1 ","","Mon May 26 01:21:46 IST 2025","passed","Mon May 26 01:21:46 IST 2025","","","",""
